sample_folder,start_time,question,options,standard_answer,task_type
sample_190,170,What action does the player perform on the central wooden structure located on the dock?,"A) Breaking it into pieces  
B) Placing a block on top of it  
C) Accessing its stored items  
D) Using it as a seat",C,Action Perception
sample_194,170,What is the complete phrase displayed across the first two frames of the video?,"A) as well I need some food  
B) because I need some food  
C) as well I need food  
D) because I need food",B,Text-Rich Understanding
sample_215,170,How many dice are arranged in a horizontal line at the end of the sequence?,A) 5 B) 6 C) 7 D) 4,B,Counting
sample_218,170,"During the explanation, in which direction does the person’s right hand move when emphasizing the fraction comparison?","A) From right to left (toward the number line)  
B) From left to right (away from the number line)  
C) Upward  
D) Downward",A,Action Perception
sample_254,170,"As the rider progresses along the path, on which side of the track does the blue banner with visible text appear relative to the direction of travel?",A) Left B) Right C) Center D) Alternates between sides,A,Spatial Understanding
sample_255,170,Which player's name appears on screen immediately after Korea scores a goal?,"A) Alex  
B) Jay  
C) Sam  
D) Unknown",B,Text-Rich Understanding
sample_273,170,"As the vehicle navigates the intersection, in which direction does it turn?","A) Left  
B) Right  
C) Straight  
D) U-turn",B,Action Perception
sample_275,170,What small animated object briefly appears adjacent to the character during the sequence?,A) A dog  B) A cat  C) A bird  D) A fish,B,Object Perception
sample_283,170,Which phrase appears in the chat messages as they scroll during the video sequence?,"A) ""COOKED""  
B) ""one day""  
C) ""GOOFY AH GOGGLES""  
D) ""Load the cargo into the truck""",C,Text-Rich Understanding
sample_290,170,What is the character's primary movement action while approaching the individual in the white shirt?,A) Walking B) Running C) Crouching D) Jumping,B,Action Perception
sample_305,170,How many dogs are seen walking on the sidewalk during the video sequence?,A) 0 B) 1 C) 2 D) 3,B,Counting
sample_306,170,In which direction is the person wearing a yellow shirt moving through the sequence?,"A) Toward the camera  
B) Away from the camera  
C) To the left side of the frame  
D) To the right side of the frame",A,Action Perception
sample_327,170,"As the video progresses, do pedestrians become visible on the bridge?","A) Yes, pedestrians are walking on the right side of the bridge  
B) No pedestrians are present at any point  
C) Pedestrians appear only on the left side of the bridge  
D) Pedestrians are visible only in the initial frames",A,Action Perception
sample_363,170,Which action is performed by the hand that is first visible in the video sequence?,"A) Pouring liquid from a tap  
B) Holding a mobile phone  
C) Picking up a glass  
D) Stirring a beverage",C,Action Perception
sample_366,170,What action is the hand performing with the digital scale during the sequence?,"A) Placing it onto the circular metal surface  
B) Removing it from the circular metal surface  
C) Adjusting its position after placement  
D) Moving it away from the metal surface",A,Action Perception
sample_375,170,How many hands are actively involved in handling the fries during the sequence?,A) 1 B) 2 C) 3 D) 0,B,Counting
sample_376,170,"During the sequence, what object does the person place on the metal counter after handling the sandwich?","A) A yellow bottle  
B) A small rectangular box  
C) A white plate  
D) A green container",B,Object Perception
sample_377,170,In which direction is the sauce applied to the sandwich?,A) Left to right B) Right to left C) Top to bottom D) Bottom to top,A,Action Perception
sample_378,170,"After the red sauce is applied to the sandwich, what type of sauce is added next?","A) Mustard
B) Mayonnaise
C) Thousand Island dressing
D) Barbecue sauce",B,Action Perception
sample_410,170,"During the pouring action, into which type of container is the liquid being poured?","A) A white cup with blue decorative patterns  
B) A black ceramic mug  
C) A transparent glass tumbler  
D) A metallic espresso cup",A,Object Perception
sample_435,170,What action does the person perform with the phone during their approach to the vehicle?,"A) Making a call  
B) Checking a map  
C) Taking a photo  
D) Waving",C,Action Perception
sample_436,170,What phrase is visible on the side of the product box as it is being adjusted?,"A) Shake it like Coke!  
B) Shake it like Kolof!  
C) Shake it like Cola!  
D) Shake it like Kool-Aid!",B,Text-Rich Understanding
sample_464,170,"In the gallery scene, what action is a person performing near the colorful shelf on the wall?",A) Pointing at a painting B) Reaching towards the shelf C) Taking a photo D) Conversing with another person,B,Action Perception
sample_6,180,What is the number displayed on the soccer player's jersey?,A) 7 B) 8 C) 9 D) 10,C,Text-Rich Understanding
sample_47,180,"In the overhead view of the stove, how many mushrooms are visible on the grill pan?","A) One  
B) Two  
C) Three  
D) None",B,Counting
sample_48,180,What additional feature is visible on the side of the brown bottle?,A) A barcode B) A QR code C) A logo D) A warning symbol,A,Attribute Perception
sample_62,180,What brand name is visible on the white marker being used in the video?,A) Cricut B) Sharpie C) Crayola D) Pilot,A,Text-Rich Understanding
sample_77,180,"What year is specified in the ""VIEWING"" assignment for ""The Elephant Man"" on the whiteboard?",A) 1979 B) 1980 C) 1981 D) Not specified,B,Text-Rich Understanding
sample_82,180,"What year is specified next to ""The Third Man"" in the viewing section of the whiteboard?",A) 1946 B) 1948 C) 1949 D) 1950,C,Text-Rich Understanding
sample_84,180,"What year is specified in the viewing assignment for ""Pride and Prejudice""?",A) 1995 B) 2003 C) 2005 D) 2012,C,Text-Rich Understanding
sample_101,180,"In the fourth bullet point under ""MUST INCLUDE"" on the whiteboard, what word follows the phrase ""THAT""?",A) MOVES B) WORKS C) ZOOMS D) STAYS,A,Text-Rich Understanding
sample_120,180,What is the brand name visible on the graphics card being installed in the computer case?,A) ASUS B) EVGA C) MSI D) Gigabyte,C,Text-Rich Understanding
sample_136,180,"In the final frame, what is holding the paintbrush?","A) A hand  
B) A mechanical arm  
C) A clamp  
D) Nothing (brush is floating)",A,Object Perception
sample_153,180,What object is attached to the document the man holds in his right hand?,A) A gold chain B) A red ribbon C) A blue seal D) A leather strap,A,Object Perception
sample_160,180,What is the woman's expression when the man in the orange cloak passes by?,A) Smiling B) Frowning C) Neutral D) Surprised,A,Attribute Perception
sample_199,180,What is the exact message displayed when the player attempts to sleep in the bed?,"A) ""You can sleep only at night or during storms."" B) ""You can sleep only at night or during thunderstorms."" C) ""You can sleep only at night or during rain."" D) ""Sleeping is prohibited until nighttime.""",B,Text-Rich Understanding
sample_230,180,What is the second word printed on the person's t-shirt?,A) Artics B) Artiss C) Antics D) Analytics,C,Text-Rich Understanding
sample_255,180,"During the replay sequence, what name appears on the screen?",A) Lacrosse B) Lacroqueta C) LaCroix D) Laceration,B,Text-Rich Understanding
sample_257,180,What sponsor name is visible on the black-and-white striped soccer jersey?,A) Jeep B) Puma C) Nike D) Adidas,A,Text-Rich Understanding
sample_273,180,What pattern is visible on the character’s shirt when they exit the vehicle?,A) Solid color B) Polka dots C) Vertical stripes D) Horizontal stripes,C,Attribute Perception
sample_277,180,What text is displayed on the overhead road sign visible in the distance during the sequence?,A) SOUTH DOCKS B) NORTH DOCKS C) EAST DOCKS D) WEST DOCKS,A,Text-Rich Understanding
sample_278,180,What word is written on the side of the delivery van in the video?,A) prime B) crime C) grime D) slime,C,Text-Rich Understanding
sample_288,180,What priority level is indicated on the road sign for the South Docks Jetsam Terminal?,A) 0 B) 1 C) 2 D) 3,B,Text-Rich Understanding
sample_290,180,What time is displayed on the in-game interface during the outdoor scene?,A) 19:25 B) 19:35 C) 19:45 D) 20:35,B,Text-Rich Understanding
sample_293,180,How many months has the subscriber mentioned in the chat been subscribed for?,A) 30 B) 40 C) 50 D) 60,B,Text-Rich Understanding
sample_294,180,What is the gradient percentage displayed when the speed reaches 70 KM/H?,A) -5.5% B) -5.4% C) -5.3% D) -5.6%,B,Text-Rich Understanding
sample_295,180,What word appears on the blue banner positioned on the right side of the road during the sequence?,A) EVENTS B) RACES C) SPORT D) SPEED,A,Text-Rich Understanding
sample_296,180,What text appears on the back of the cyclist's jersey?,A) Team Sky B) Pura Vida C) Team Ineos D) Bora-Hansgrohe,B,Text-Rich Understanding
sample_306,180,What word is displayed on the neon sign of the storefront on the left side of the street?,A) COFFEE B) CAFE C) EAT D) SHOP,A,Text-Rich Understanding
sample_321,180,What is the shape of the safety markers on the stair treads?,A) Circles B) Triangles C) Diamonds D) Squares,C,Attribute Perception
sample_342,180,What food item is labeled on the front of the oven in the kitchen?,A) FRIES  B) NUGGETS  C) BURGER  D) CHICKEN,B,Text-Rich Understanding
sample_354,180,What number is displayed on the coffee machine's digital screen during the sequence?,A) 25 B) 30 C) 35 D) 40,B,Text-Rich Understanding
sample_387,180,What is the phone number displayed on the blue service van in the left lane?,"A) 718-328-6700  
B) 718-328-6701  
C) 718-328-6600  
D) 212-555-1234",A,Text-Rich Understanding
sample_388,180,What is the license plate number of the central yellow taxi?,A) 2K30H  B) 2K30  C) 2K30X  D) 2K30M,A,Text-Rich Understanding
sample_389,180,What street number is visible on the street sign?,"A) E 24
B) E 25
C) E 26
D) E 27",B,Text-Rich Understanding
sample_390,180,What is the name of the street displayed on the green street sign visible at the intersection?,A) Spring St B) Prince St C) Canal St D) Broome St,B,Text-Rich Understanding
sample_392,180,What is the make of the white sedan that overtakes the black SUV?,A) BMW B) Audi C) Mercedes D) Lexus,C,Object Perception
sample_393,180,What symbol is displayed on the blue street sign visible in the upper left corner of the scene?,A) H (Hospital) B) P (Parking) C) A (Airport) D) S (School),A,Text-Rich Understanding
sample_426,180,What type of roast is labeled on the coffee bags in the store aisle?,A) Dark Roast B) Medium Roast C) French Roast D) Espresso Roast,C,Text-Rich Understanding
sample_436,180,What price is displayed on the product tag that the person is examining in the aisle?,A) 11.99 B) 12.50 C) 13.25 D) 14.00,B,Text-Rich Understanding
sample_448,180,What color is the stripe on the left glove worn by the person?,A) Red  B) Blue  C) Yellow  D) None,C,Attribute Perception
sample_451,180,What number is prominently displayed on the storefront of the convenience store visible on the right side of the street?,A) 3 B) 5 C) 7 D) 9,C,Text-Rich Understanding
