sample_id,start_time,question,std_answer,Frame,task_type
169,350,Does the percentage value in the central data bar ever show a negative sign during the sequence?,yes,Multi,Attribute Perception
172,390,What is the trend of the altitude value shown in the display?,increasing,Multi,Text-Rich Understanding
171,380,What is the overall trend of the height value displayed in the elevation graph over the course of the video?,increasing,Multi,Text-Rich Understanding
171,360,What is the trend of the altitude value shown in the lower right corner throughout the video sequence?,increasing,Multi,Text-Rich Understanding
175,400,How many consecutive frames show the heart rate remaining unchanged at 177 BPM during the initial segment of the video?,2,Multi,Counting
173,380,What is the trend of the elevation data displayed in the graph in the bottom right corner?,increasing,Multi,Text-Rich Understanding
175,410,By how many miles per hour does the speed decrease from the start to the end of the video?,4,Multi,Text-Rich Understanding
171,410,What is the direction of change in the height value displayed on the right side of the screen over the duration of the video?,Increasing,Multi,Text-Rich Understanding
177,350,What is the direction of change of the gradient percentage during the video?,increases,Multi,Text-Rich Understanding
169,410,What is the trend of the elevation value displayed on the screen?,increasing,Multi,Text-Rich Understanding
165,360,What is the overall trend of the decimal number displayed on the right side of the screen?,increases,Multi,Text-Rich Understanding
173,390,What is the overall trend of the altitude reading shown in the display during the vehicle's movement?,increasing,Multi,Text-Rich Understanding
181,370,What is the overall trend of the cyclist's heart rate during the sequence shown?,Decreasing,Multi,Text-Rich Understanding
181,360,What is the overall trend of the heart rate value during the sequence?,decreasing,Multi,Text-Rich Understanding
181,390,What is the overall trend of the cyclist's power output during the video sequence?,decreasing,Multi,Text-Rich Understanding
177,380,What is the trend of the percentage value displayed in the bottom bar over the video?,decrease,Multi,Text-Rich Understanding
176,350,What is the trend of the elevation value displayed in the lower right corner throughout the video sequence?,increasing,Multi,Text-Rich Understanding
183,420,Does the cyclist's heart rate increase or decrease during the sequence?,decrease,Multi,Text-Rich Understanding
185,370,What is the overall pattern of the elevation value during the video?,increases then decreases,Multi,Text-Rich Understanding
164,470,What is the overall trend of the height measurement displayed in the top right corner during the video?,decreasing,Multi,Text-Rich Understanding
165,430,What is the overall trend of the altitude value displayed on the screen?,Increasing,Multi,Text-Rich Understanding
165,460,What is the peak value of the numerical indicator in smaller text within the circular gauge?,25,Multi,Text-Rich Understanding
165,490,"What is the overall trend of the numerical value displayed as ""1/MIN"" during the video sequence?",decreases,Multi,Text-Rich Understanding
177,410,What happens to the numerical value in the center cycling metric bar during the video sequence?,decreases to zero,Multi,Text-Rich Understanding
183,390,How does the cyclist's speed change throughout the sequence?,Increases then decreases,Multi,Attribute Perception
168,430,What is the subsequent behavior of the power output after the initial reading?,drops to zero and remains constant,Multi,Text-Rich Understanding
170,470,What is the overall trend of the elevation measurement displayed in the video?,increasing,Multi,Text-Rich Understanding
171,430,What is the overall trend of the altitude reading during the video?,increasing,Multi,Text-Rich Understanding
171,500,What is the overall trend of the altitude reading during the video sequence?,Increasing,Multi,Text-Rich Understanding
184,370,What is the highest cadence (RPM) achieved by the cyclist during the sequence?,95,Multi,Text-Rich Understanding
167,500,What is the trend of the percentage value displayed in the lower interface bar during the video sequence?,increasing,Multi,Text-Rich Understanding
168,470,What is the change in the cyclist's heart rate during the sequence?,decreases,Multi,Text-Rich Understanding
172,480,What is the overall trend of the speed value displayed in the circular gauge from the beginning to the end of the video?,increases,Multi,Text-Rich Understanding
168,450,What is the lowest cadence value displayed during the cycling sequence?,17,Multi,Text-Rich Understanding
176,430,What is the trend of the height value displayed in the interface during the video sequence?,Decreasing,Multi,Text-Rich Understanding
179,460,What is the pattern of the heart rate after the initial frame?,constant,Multi,Text-Rich Understanding
165,560,What is the overall trend of the altitude measurement shown in the graph during the video sequence?,decreasing,Multi,Text-Rich Understanding
177,480,What is the overall trend of the height measurement shown in the graph as the video progresses?,Increasing,Multi,Text-Rich Understanding
176,460,What is the trend of the altitude value shown in the lower right corner of the screen throughout the sequence?,increasing,Multi,Text-Rich Understanding
185,440,What is the trend of the percentage value displayed in the central bar during the video sequence?,increasing,Multi,Text-Rich Understanding
181,460,How does the power output change after it starts to rise from zero?,with a sudden jump,Multi,Text-Rich Understanding
180,460,How does the slope percentage value change during the video sequence?,decreases,Multi,Text-Rich Understanding
167,580,What is the overall trend of the height value shown in the display during the video?,increasing,Multi,Text-Rich Understanding
173,560,Does the percentage value displayed in the interface change from 0% to a negative value as the video progresses?,Yes,Multi,Text-Rich Understanding
168,510,What is the overall trend of the RPM value during the cycling sequence?,increases,Multi,Text-Rich Understanding
177,450,What is the trend of the percentage value displayed in the lower bar?,decreases,Multi,Text-Rich Understanding
171,520,What is the overall trend of the altitude value displayed in the top right corner during the video?,increases,Multi,Text-Rich Understanding
170,530,What is the overall trend of the elevation value displayed in the bottom-right data panel during the video?,increasing,Multi,Text-Rich Understanding
173,540,What was the direction of change in the altitude value shown on the display during the video sequence?,increased,Multi,Text-Rich Understanding
171,560,What is the trend of the elevation value shown in the lower right corner throughout the video sequence?,increasing,Multi,Text-Rich Understanding
179,520,What is the overall trend of the power output value displayed in the performance metrics during the video sequence?,decreases,Multi,Text-Rich Understanding
181,520,What is the overall trend of the cyclist's speed during the sequence?,It decreases,Multi,Text-Rich Understanding
14,70,How is the red spice added to the bowl during the preparation?,Scooping with a spoon,Multi,Action Perception
185,520,What is the trend of the elevation value shown in the display during the video?,increasing,Multi,Text-Rich Understanding
